creative_platform,payload_mb,useful_mb,wifi_ac_consumed_kWh,wifi_ac_mobile_rx_bytes,wifi_ac_mobile_tx_bytes,wifi_ac_kWh_per_mb,wifi_ac_kWh_per_useful_mb,wifi_ac_tx_consumed_kWh,wifi_ac_oh_consumed_kWh,wifi_ac_real_consumed_kWh,wifi_ac_real_kWh_per_mb,wifi_ac_real_kWh_per_useful_mb,wifi_ac_infra_consumed_kWh,wifi_ac_infra_kWh_per_mb,wifi_ac_infra_kWh_per_useful_mb,wifi_ac_device_consumed_kWh,wifi_ac_device_kWh_per_mb,wifi_ac_device_kWh_per_useful_mb,lte_consumed_kWh,lte_mobile_rx_bytes,lte_mobile_tx_bytes,lte_kWh_per_mb,lte_kWh_per_useful_mb,lte_tx_consumed_kWh,lte_oh_consumed_kWh,lte_real_consumed_kWh,lte_real_kWh_per_mb,lte_real_kWh_per_useful_mb,lte_infra_consumed_kWh,lte_infra_kWh_per_mb,lte_infra_kWh_per_useful_mb,lte_device_consumed_kWh,lte_device_kWh_per_mb,lte_device_kWh_per_useful_mb
nexd__EXXONMOBIL_-_VR_Showroom_-_infeed_300x600_copy,0.653813,0.926608,1.8512934586894588e-08,694001.0,6812.0,2.831533571050834e-08,1.997925183777238e-08,1.8512934586894588e-08,1.4731232079784157e-08,1.8512934586894588e-08,2.831533571050834e-08,1.997925183777238e-08,2.204444444445664e-08,3.3716742316926464e-08,2.3790474984520575e-08,1.1199722222222103e-08,1.7129855512542735e-08,1.2086796382312805e-08,6.218847899185185e-06,694001.0,6812.0,9.511661437116095e-06,6.711411836704609e-06,6.218847899185185e-06,0.0014187043492174811,6.218847899185185e-06,9.511661437116095e-06,6.711411836704609e-06,0.0014191867166666663,0.002170630924540605,0.0015315934210223378,5.73648045000001e-06,8.773885575845096e-06,6.190838466751863e-06
nexd__Fronx-19-Jun-2025_copy,0.382228,0.649004,1.0803179487179486e-08,403715.0,7013.0,2.8263705137194257e-08,1.6645782594836837e-08,1.0803179487179486e-08,3.600098717948054e-08,1.0803179487179486e-08,2.8263705137194257e-08,1.6645782594836837e-08,4.1811111111105664e-08,1.093878813459654e-07,6.442350295391964e-08,4.993055555554363e-09,1.3063029279786836e-08,7.693412606939808e-09,3.6178569336296293e-06,403715.0,7013.0,9.465180294561437e-06,5.574475555820348e-06,3.6178569336296293e-06,0.001011912126012481,3.6178569336296293e-06,9.465180294561437e-06,5.574475555820348e-06,0.0010097985166666662,0.0026418747885206375,0.0015559203281746586,5.73146627944445e-06,1.4994888599067704e-05,8.831172503473708e-06
nexd__Gap_Train_copy,0.834795,1.105556,2.3650918936372273e-08,887567.0,6528.0,2.833140943150387e-08,2.1392782397610138e-08,2.3650918936372273e-08,7.620747730298928e-09,2.3650918936372273e-08,2.833140943150387e-08,2.1392782397610138e-08,1.804444444444787e-08,2.16154198868559e-08,1.6321601478756274e-08,1.322722222222333e-08,1.5844874756345368e-08,1.1964316798265606e-08,7.952851055185185e-06,887567.0,6528.0,9.526711414401362e-06,7.193530725883795e-06,7.952851055185185e-06,0.0016599194518634812,7.952851055185185e-06,9.526711414401362e-06,7.193530725883795e-06,0.0016621324666666664,0.0019910666291325014,0.0015034357976137496,5.739836252000012e-06,6.875743448391536e-06,5.191809598066504e-06
nexd__HYPR_Perdigao_MortadelaOuro_TapToMap_300x250_copy,1.676422,2.558722,4.755783908831909e-08,1786383.0,9139.0,2.8368656035484556e-08,1.8586559652951393e-08,4.755783908831909e-08,2.35029942450059e-08,4.755783908831909e-08,2.8368656035484556e-08,1.8586559652951393e-08,6.285555555554656e-08,3.7493874188925317e-08,2.4565214804713666e-08,8.205277777778434e-09,4.894518073479371e-09,3.2067875204021516e-09,1.6006424204888886e-05,1786383.0,9139.0,9.547968354560419e-06,6.255632384013928e-06,1.6006424204888886e-05,0.00267318912551,1.6006424204888886e-05,9.547968354560419e-06,6.255632384013928e-06,0.002683440683333333,0.0016006952207339995,0.001048742568881392,5.754866381555584e-06,3.4328268070662303e-06,2.249117481913074e-06
nexd__HYPR_TapToRoll_Pepsi_copy,0.341663,0.610153,9.65764227920228e-09,360976.0,5987.0,2.826657343406304e-08,1.5828230426142757e-08,9.65764227920228e-09,2.759235772080147e-08,9.65764227920228e-09,2.826657343406304e-08,1.5828230426142757e-08,2.956666666667051e-08,8.653751406113777e-08,4.8457791187899614e-08,7.68333333333324e-09,2.24880462131786e-08,1.2592469976109666e-08,3.2350091221481484e-06,360976.0,5987.0,9.468420994219884e-06,5.301963806042335e-06,3.2350091221481484e-06,0.0009092544113195184,3.2350091221481484e-06,9.468420994219884e-06,5.301963806042335e-06,0.0009067590499999998,0.002653957408323406,0.0014861174983979426,5.730370441666671e-06,1.6771995918980608e-05,9.391694282690852e-06
nexd__Hermes_Expandable_The_Sun_Infeed_fullscreen_Interstitial_copy,0.510550,0.787232,1.444673542260209e-08,540815.0,7135.0,2.8296416457941614e-08,1.8351306123991517e-08,1.444673542260209e-08,1.9922431244068957e-08,1.444673542260209e-08,2.8296416457941614e-08,1.8351306123991517e-08,2.4777777777782416e-08,4.853154006029266e-08,3.147455613819359e-08,9.591388888888631e-09,1.878638505315568e-08,1.2183687767886253e-08,4.846305054074074e-06,540815.0,7135.0,9.492322111593527e-06,6.156133203520784e-06,4.846305054074074e-06,0.001165706167028147,4.846305054074074e-06,9.492322111593527e-06,6.156133203520784e-06,0.0011648186166666654,0.0022814976332713064,0.0014796382980705374,5.733855415555564e-06,1.1230742171296768e-05,7.283564966306709e-06
nexd__Immunomax_GCash_300x250_Floating_TEST_copy,0.553508,0.850311,1.563416782526116e-08,584181.0,10227.0,2.8245604083881643e-08,1.8386411354505773e-08,1.563416782526116e-08,2.0875832174728094e-08,1.563416782526116e-08,2.8245604083881643e-08,1.8386411354505773e-08,2.6133333333322874e-08,4.7214011962470054e-08,3.0733853064729105e-08,1.037666666666638e-08,1.8747094290717354e-08,1.2203378136548133e-08,5.235185575111111e-06,584181.0,10227.0,9.458193151880571e-06,6.15678919255556e-06,5.235185575111111e-06,0.0012907227265248882,5.235185575111111e-06,9.458193151880571e-06,6.15678919255556e-06,0.0012902237999999995,0.002330993951306936,0.0015173551794578682,5.734112100000008e-06,1.0359583059323457e-05,6.7435468904906645e-06
nexd__In-BannerVideo_300x250_copy,0.644897,0.940670,1.823854659069326e-08,682613.0,9384.0,2.828133266350015e-08,1.9388889398719273e-08,1.823854659069326e-08,2.1331453409299995e-08,1.823854659069326e-08,2.828133266350015e-08,1.9388889398719273e-08,2.7866666666660008e-08,4.3211034733701666e-08,2.9624274896254805e-08,1.1703333333333246e-08,1.814760083134709e-08,1.2441486741719461e-08,6.116854304518518e-06,682613.0,9384.0,9.485009706229859e-06,6.502656940817203e-06,6.116854304518518e-06,0.001569442544203258,6.116854304518518e-06,9.485009706229859e-06,6.502656940817203e-06,0.0015698236166666654,0.002434223785607105,0.001668835634884354,5.735781841111122e-06,8.894105323968202e-06,6.097549449978337e-06
nexd__Inbet-3D-Cube-300x250-CM_copy,0.581711,0.878495,1.6462809838556505e-08,616598.0,7313.0,2.8300667923688062e-08,1.8739787748998577e-08,1.6462809838556505e-08,1.7491356828119392e-08,1.6462809838556505e-08,2.8300667923688062e-08,1.8739787748998577e-08,2.347777777778634e-08,4.035986559956119e-08,2.6724998751030275e-08,1.0476388888889555e-08,1.8009611110825747e-08,1.1925382488106996e-08,5.52536870762963e-06,616598.0,7313.0,9.498477263846876e-06,6.289584696133307e-06,5.52536870762963e-06,0.001274037752961258,5.52536870762963e-06,9.498477263846876e-06,6.289584696133307e-06,0.0012738280666666655,0.0021897953909530087,0.0014500117435690193,5.735055002222232e-06,9.858941987038637e-06,6.528272787235251e-06
nexd__Interscroller_The_Sun_V5_copy,0.384133,0.955293,1.0801101120607787e-08,401349.0,12584.0,2.811812867055886e-08,1.1306584598241364e-08,1.0801101120607787e-08,3.9954732212724864e-08,1.0801101120607787e-08,2.811812867055886e-08,1.1306584598241364e-08,4.5422222222222435e-08,1.1824608201384009e-07,4.7547948349064044e-08,5.333611111110214e-09,1.3884803209071372e-08,5.583220133624148e-09,3.5967732606666666e-06,401349.0,12584.0,9.363353996315512e-06,3.7650995670089353e-06,3.5967732606666666e-06,0.0012475502445172227,3.5967732606666666e-06,9.363353996315512e-06,3.7650995670089353e-06,0.0012454159833333337,0.003242147858510812,0.0013037005225970816,5.731034444555561e-06,1.4919401469167088e-05,5.999242582700346e-06
nexd__Johnnie_Walker_Splitscreen_copy,0.187471,0.474572,5.25053967711301e-09,193249.0,10422.0,2.800721005975863e-08,1.1063736750404596e-08,5.25053967711301e-09,3.7846126989565485e-08,5.25053967711301e-09,2.800721005975863e-08,1.1063736750404596e-08,3.6544444444454554e-08,1.949338534730948e-07,7.70050581249095e-08,6.55222222222394e-09,3.495059087658326e-08,1.3806592513304494e-08,1.7323904483703705e-06,193249.0,10422.0,9.240844975331493e-06,3.650427012909254e-06,1.7323904483703705e-06,0.0011021790174799617,1.7323904483703705e-06,9.240844975331493e-06,3.650427012909254e-06,0.0010981840666666656,0.005857887708854519,0.002314051538368605,5.72734126166667e-06,3.0550545213215216e-05,1.2068434845854095e-05
nexd__Klarna_video_wrap_carousel_copy,2.093520,2.398369,5.9365943551756887e-08,2231283.0,8137.0,2.835699852485617e-08,2.4752631288912124e-08,5.9365943551756887e-08,8.829929683422603e-05,5.9365943551756887e-08,2.835699852485617e-08,2.4752631288912124e-08,8.83308e-05,4.219247965149605e-05,3.682952873390208e-05,2.7862777777779693e-08,1.3309057366435332e-08,1.1617385722455424e-08,1.999273515111111e-05,2231283.0,8137.0,9.549818082039394e-06,8.335971300125673e-06,1.999273515111111e-05,0.0035304228482011106,1.999273515111111e-05,9.549818082039394e-06,8.335971300125673e-06,0.0035446530333333327,0.001693154607232476,0.001477943149420849,5.762550018888923e-06,2.7525650669154934e-06,2.4026953395782393e-06
nexd__Kusuda_dragtoreveal_336x280_copy,0.817062,1.122479,2.3129279468186137e-08,866969.0,8793.0,2.8307863379016695e-08,2.060553424000461e-08,2.3129279468186137e-08,1.4189887198489684e-08,2.3129279468186137e-08,2.8307863379016695e-08,2.060553424000461e-08,2.3744444444453593e-08,2.9060762150795894e-08,2.1153575652153485e-08,1.3574722222222229e-08,1.6614066279207977e-08,1.2093519987654316e-08,7.768480181185186e-06,866969.0,8793.0,9.507822149586184e-06,6.920824515367491e-06,7.768480181185186e-06,0.001800740182341592,7.768480181185186e-06,9.507822149586184e-06,6.920824515367491e-06,0.0018027697166666662,0.0022064050422938115,0.0016060609745631466,5.7389458561111245e-06,7.023880508591912e-06,5.112742292827861e-06
nexd__Lipton_Slider_copy,1.232545,1.539983,3.493765648622982e-08,1311969.0,7576.0,2.8345948006952947e-08,2.2687040367477964e-08,3.493765648622982e-08,0.0,3.493765648622982e-08,2.8345948006952947e-08,2.2687040367477964e-08,8.79999999999219e-09,7.139698753386035e-09,5.714348794754352e-09,1.7657500000000263e-08,1.4326048947503144e-08,1.1466035664030228e-08,1.1755640227777777e-05,1311969.0,7576.0,9.537696577226613e-06,7.633616882639468e-06,1.1755640227777777e-05,0.0021805141049588894,1.1755640227777777e-05,9.537696577226613e-06,7.633616882639468e-06,0.0021865226500000006,0.0017739901180078624,0.0014198355761070093,5.747095186666686e-06,4.662787311349027e-06,3.7319211878745968e-06
nexd__Lipton_Survey_copy,3.619278,3.949900,1.0266503452991452e-07,3860743.0,9235.0,2.8366164337172916e-08,2.5991806002661973e-08,1.0266503452991452e-07,8.921288246547008e-05,1.0266503452991452e-07,2.8366164337172916e-08,2.5991806002661973e-08,8.92699e-05,2.4665112765584737e-05,2.2600546849287323e-05,4.564749999999997e-08,1.26123221261257e-08,1.1556621686624972e-08,3.459243900992592e-05,3860743.0,9235.0,9.557828663596972e-06,8.757801212670175e-06,3.459243900992592e-05,0.005946524531756183,3.459243900992592e-05,9.557828663596972e-06,8.757801212670175e-06,0.005975326149999998,0.001650971865106797,0.0015127790956733077,5.790820766111171e-06,1.5999933594797557e-06,1.4660676893367354e-06
nexd__M_M_Splitscreen_Overlay_animation_copy,1.916145,2.206901,5.4328430731244066e-08,2041633.0,8212.0,2.8352985150520482e-08,2.46175205554051e-08,5.4328430731244066e-08,8.758784268037988e-05,5.4328430731244066e-08,2.8352985150520482e-08,2.46175205554051e-08,8.76163e-05,4.5725297407033395e-05,3.9701055915059175e-05,2.5871111111113742e-08,1.3501645810266834e-08,1.172282359340711e-08,1.8293455215925924e-05,2041633.0,8212.0,9.54700986403739e-06,8.28920518678723e-06,1.8293455215925924e-05,0.003310798141261294,1.8293455215925924e-05,9.54700986403739e-06,8.28920518678723e-06,0.0033233323333333314,0.001734384575975895,0.0015058819282484043,5.75926314388892e-06,3.005651004432817e-06,2.6096608519770124e-06
nexd__Milo_3in1_parallax_cube_GA_copy,0.657202,0.925585,1.8587111946818615e-08,696084.0,8618.0,2.8282190174130048e-08,2.0081474901622882e-08,1.8587111946818615e-08,1.937622138650682e-08,1.8587111946818615e-08,2.8282190174130048e-08,2.0081474901622882e-08,2.6255555555547623e-08,3.995051073421509e-08,2.8366444524865488e-08,1.1707777777777813e-08,1.7814580262655642e-08,1.2649057382928433e-08,6.2373908093333335e-06,696084.0,8618.0,9.490827491902542e-06,6.738863323555733e-06,6.2373908093333335e-06,0.0015741571128689996,6.2373908093333335e-06,9.490827491902542e-06,6.738863323555733e-06,0.0015746585333333328,0.0023960038668983555,0.0017012576190553357,5.735970345000011e-06,8.727865017148474e-06,6.197129755776089e-06
nexd__MultiprismBlinds_300x250_copy,0.306307,0.568307,8.649512516619183e-09,322749.0,6658.0,2.8238050441613098e-08,1.521978880538016e-08,8.649512516619183e-09,2.8951320816723245e-08,8.649512516619183e-09,2.8238050441613098e-08,1.521978880538016e-08,3.022222222222976e-08,9.866644321621695e-08,5.3179394626900184e-08,7.378611111112665e-09,2.408894054367894e-08,1.2983495031932854e-08,2.8926322415555554e-06,322749.0,6658.0,9.443572107576893e-06,5.089911335872258e-06,2.8926322415555554e-06,0.0008516973038006662,2.8926322415555554e-06,9.443572107576893e-06,5.089911335872258e-06,0.0008488600999999995,0.0027712722856480573,0.0014936646917951028,5.729836042222226e-06,1.8706187067948907e-05,1.008229010415537e-05
nexd__Olipop_fullscreen_Still_animations_copy,0.524849,0.785892,1.4850340094966763e-08,556201.0,6748.0,2.8294500122829163e-08,1.8896158880567256e-08,1.4850340094966763e-08,2.107632657169296e-08,1.4850340094966763e-08,2.8294500122829163e-08,1.8896158880567256e-08,2.611111111110512e-08,4.974975871365882e-08,3.32248083847464e-08,9.815555555554604e-09,1.870167525432001e-08,1.2489700309399515e-08,4.983862212370371e-06,556201.0,6748.0,9.49580205424869e-06,6.341662992332751e-06,4.983862212370371e-06,0.001236055417368184,4.983862212370371e-06,9.49580205424869e-06,6.341662992332751e-06,0.0012353051666666656,0.002353639173679793,0.001571851051628806,5.734112913888897e-06,1.0925262149473271e-05,7.296311597380934e-06
nexd__Oreo_Social_to_Display_copy,1.258542,1.564828,3.564546818613485e-08,1337145.0,11197.0,2.8322827673716767e-08,2.2779160512295823e-08,3.564546818613485e-08,0.0,3.564546818613485e-08,2.8322827673716767e-08,2.2779160512295823e-08,1.521111111110155e-08,1.2086295976694896e-08,9.72062815280756e-09,1.8715555555555484e-08,1.4870823187112931e-08,1.1960135909860689e-08,1.1981287235999997e-05,1337145.0,11197.0,9.519974093832385e-06,7.656616085601738e-06,1.1981287235999997e-05,0.002479121568340666,1.1981287235999997e-05,9.519974093832385e-06,7.656616085601738e-06,0.002485355666666666,0.0019747896110472803,0.0015882612444733006,5.74718891000002e-06,4.5665451848249955e-06,3.67272883026123e-06
nexd__Pool_3D_Prism_300x250_FOW_copy,0.456602,0.720477,1.2915609572649573e-08,483334.0,6668.0,2.82863622424991e-08,1.7926470342078334e-08,1.2915609572649573e-08,2.260939042736056e-08,1.2915609572649573e-08,2.82863622424991e-08,1.7926470342078334e-08,2.6500000000010673e-08,5.80374155172572e-08,3.678118801850812e-08,9.02499999999946e-09,1.9765572643132224e-08,1.25264234666748e-08,4.3314516552592594e-06,483334.0,6668.0,9.486273943739316e-06,6.011922178305844e-06,4.3314516552592594e-06,0.0010682973770286292,4.3314516552592594e-06,9.486273943739316e-06,6.011922178305844e-06,0.0010668959999999995,0.0023365994892707424,0.0014808189574406947,5.732828683888896e-06,1.2555417374187795e-05,7.956990554714303e-06
nexd__Proskin_Desktop_Static_V2_copy,0.590937,0.851616,1.6731760037986705e-08,626641.0,7496.0,2.8313948928543488e-08,1.964707102495339e-08,1.6731760037986705e-08,3.366323996201673e-08,1.6731760037986705e-08,2.8313948928543488e-08,1.964707102495339e-08,4.5000000000003804e-08,7.615024951899069e-08,5.2840716942851947e-08,5.394999999999632e-09,9.129568803442045e-09,6.335014842369839e-09,5.6154246363703716e-06,626641.0,7496.0,9.502577493659004e-06,6.593845860540867e-06,5.6154246363703716e-06,0.0012945063860025177,5.6154246363703716e-06,9.502577493659004e-06,6.593845860540867e-06,0.0012943865999999991,0.0021903969458673244,0.0015199181321158821,5.735210638888897e-06,9.705282693229392e-06,6.7345031550474594e-06
nexd__RHB-Social_to_Display_without_multiple_Hashtags_copy,0.941855,1.245311,2.667196888888889e-08,1000482.0,8373.0,2.8318551039054727e-08,2.141791800513196e-08,2.667196888888889e-08,1.0197197777769004e-08,2.667196888888889e-08,2.8318551039054727e-08,2.141791800513196e-08,2.1944444444436093e-08,2.3299174973256068e-08,1.7621657918733628e-08,1.49247222222218e-08,1.5846093318209068e-08,1.1984734915392059e-08,8.96499307e-06,1000482.0,8373.0,9.518442934421965e-06,7.198999342332959e-06,8.96499307e-06,0.0020256021622977786,8.96499307e-06,9.518442934421965e-06,7.198999342332959e-06,0.0020288259166666676,0.002154074583313427,0.0016291720836535352,5.741238701111126e-06,6.095671521742865e-06,4.610285062214279e-06
nexd__RO_Fressnapf_Digital_Catalogue_Flyer_Feb-Dec2025_Feb2025_copy,0.465745,0.749550,1.3172248091168093e-08,492397.0,8148.0,2.8282103063195726e-08,1.7573541579838692e-08,1.3172248091168093e-08,2.2216085242163552e-08,1.3172248091168093e-08,2.8282103063195726e-08,1.7573541579838692e-08,2.615555555555418e-08,5.61585321486096e-08,3.489501108072067e-08,9.232777777777468e-09,1.982367556877147e-08,1.2317761026986149e-08,4.412629864814815e-06,492397.0,8148.0,9.474347260442548e-06,5.88703870964554e-06,4.412629864814815e-06,0.0010683470610779624,4.412629864814815e-06,9.474347260442548e-06,5.88703870964554e-06,0.0010670267333333329,0.002291010603083947,0.0014235564449780972,5.732957609444452e-06,1.2309219872343131e-05,7.648532598818559e-06
nexd__Retargeting_MAR26_CASHONE_1_08_300x250_copy,0.324903,0.989355,9.131806001899335e-09,339271.0,10632.0,2.8106253256816143e-08,9.23005999049819e-09,9.131806001899335e-09,4.0359027331446463e-08,9.131806001899335e-09,2.8106253256816143e-08,9.23005999049819e-09,4.428888888890017e-08,1.3631418881604716e-07,4.4765416750206114e-08,5.20194444444563e-09,1.601076150249653e-08,5.257914949078571e-09,3.0407255488148142e-06,339271.0,10632.0,9.358871875035977e-06,3.0734423425512725e-06,3.0407255488148142e-06,0.001174947234747961,3.0407255488148142e-06,9.358871875035977e-06,3.0734423425512725e-06,0.0011722580833333314,0.0036080248053521557,0.001184871035506296,5.7298769634444496e-06,1.76356542212428e-05,5.79152777662664e-06
nexd__Rituals_Advent_Calendar_copy,0.374237,0.682461,1.0575052573599241e-08,395288.0,6649.0,2.8257635064409027e-08,1.5495467980733317e-08,1.0575052573599241e-08,2.6170780759725727e-08,1.0575052573599241e-08,2.8257635064409027e-08,1.5495467980733317e-08,2.8688888888879515e-08,7.665968060047381e-08,4.203740417236958e-08,8.056944444445453e-09,2.152898950249562e-08,1.1805721417700723e-08,3.542215215629629e-06,395288.0,6649.0,9.465165698820879e-06,5.190355515743214e-06,3.542215215629629e-06,0.0009955798185254804,3.542215215629629e-06,9.465165698820879e-06,5.190355515743214e-06,0.0009933910333333323,0.0026544436635964172,0.0014556011747679828,5.731000407777784e-06,1.5313826285957252e-05,8.39755005454932e-06
nexd__Scratch_CTA_2_copy,0.212084,0.512472,5.944182184235519e-09,219612.0,9872.0,2.8027489976780515e-08,1.1599037965460588e-08,5.944182184235519e-09,3.246915114908921e-08,5.944182184235519e-09,2.8027489976780515e-08,1.1599037965460588e-08,3.205555555554679e-08,1.511455628691782e-07,6.255084288614165e-08,6.35777777777794e-09,2.997763988692188e-08,1.2406097850766364e-08,1.968536303111111e-06,219612.0,9872.0,9.281870877157689e-06,3.8412563088541636e-06,1.968536303111111e-06,0.0007693509784174447,1.968536303111111e-06,9.281870877157689e-06,3.8412563088541636e-06,0.0007655917333333337,0.003609851442510202,0.0014939191474526094,5.727781387222224e-06,2.700713579158364e-05,1.1176769437593124e-05
nexd__Scroll_to_flip_copy,0.328520,0.582698,9.268304197530864e-09,345606.0,7814.0,2.821229817828706e-08,1.590584521918878e-08,9.268304197530864e-09,2.7512529135794858e-08,9.268304197530864e-09,2.821229817828706e-08,1.590584521918878e-08,2.9222222222214018e-08,8.89511208517412e-08,5.014985845534739e-08,7.558611111111704e-09,2.300806986214448e-08,1.297174713335502e-08,3.097153626666667e-06,345606.0,7814.0,9.427595356954423e-06,5.315195224055457e-06,3.097153626666667e-06,0.0009257917057233344,3.097153626666667e-06,9.427595356954423e-06,5.315195224055457e-06,0.0009231578833333344,0.0028100507833110143,0.001584281880722663,5.730976016666672e-06,1.7444831415641884e-05,9.835242298183058e-06
nexd__Sonia_300x250_prism_copy,0.198056,0.462347,5.576239772079772e-09,207139.0,6617.0,2.8154864139838085e-08,1.2060724460372342e-08,5.576239772079772e-09,3.298209356126526e-08,5.576239772079772e-09,2.8154864139838085e-08,1.2060724460372342e-08,3.242222222223459e-08,1.637022974423122e-07,7.01253003095826e-08,6.136111111110449e-09,3.0981697656776104e-08,1.3271657675102138e-08,1.856363747259259e-06,207139.0,6617.0,9.372923553233726e-06,4.015087687947059e-06,1.856363747259259e-06,0.0007418702578949634,1.856363747259259e-06,9.372923553233726e-06,4.015087687947059e-06,0.0007379987166666671,0.0037262123675458813,0.0015962009414285528,5.727904975555558e-06,2.892063343476369e-05,1.2388757741600049e-05
nexd__TVC_Carousel_Splitscreen_May_300x600_copy,2.208322,2.511326,6.262127658119658e-08,2353772.0,8250.0,2.83569500196061e-08,2.4935542650056814e-08,6.262127658119658e-08,8.215582677897436e-05,6.262127658119658e-08,2.83569500196061e-08,2.4935542650056814e-08,8.21898e-05,3.72182136481908e-05,3.27276506514885e-05,2.864805555555575e-08,1.2972770979755556e-08,1.140754149622779e-08,2.1090274670074076e-05,2353772.0,8250.0,9.550362071325684e-06,8.39806328213624e-06,2.1090274670074076e-05,0.0037151233258727024,2.1090274670074076e-05,9.550362071325684e-06,8.39806328213624e-06,0.0037304489166666652,0.0016892685562461748,0.0014854498845098825,5.764683876111147e-06,2.6104362842516386e-06,2.2954741344258563e-06
nexd__TikTok_for_Business_copy,0.547996,0.854102,1.5512163798670465e-08,581104.0,6592.0,2.8307074866733452e-08,1.816195700123693e-08,1.5512163798670465e-08,1.9776169534666045e-08,1.5512163798670465e-08,2.8307074866733452e-08,1.816195700123693e-08,2.5322222222225795e-08,4.620877200239745e-08,2.9647773008640413e-08,9.966111111110715e-09,1.818646689229614e-08,1.1668525669194915e-08,5.207467405037037e-06,581104.0,6592.0,9.502747109535538e-06,6.09700879407499e-06,5.207467405037037e-06,0.0012109897942566296,5.207467405037037e-06,9.502747109535538e-06,6.09700879407499e-06,0.0012104630000000002,0.0022088902108774516,0.0014172347096716787,5.734261661666675e-06,1.0464057514410096e-05,6.7137902284114485e-06
nexd__Train_300x250_copy,0.417200,0.688702,1.1785935802469136e-08,440360.0,7840.0,2.825008581608134e-08,1.7113259149050147e-08,1.1785935802469136e-08,2.8374064197539982e-08,1.1785935802469136e-08,2.825008581608134e-08,1.7113259149050147e-08,3.123333333334083e-08,7.486417385748042e-08,4.535101296836779e-08,8.926666666668283e-09,2.1396612336213524e-08,1.2961580867586101e-08,3.9461859585185185e-06,440360.0,7840.0,9.45873911437804e-06,5.729888919327254e-06,3.9461859585185185e-06,0.0012256505238070357,3.9461859585185185e-06,9.45873911437804e-06,5.729888919327254e-06,0.0012238651999999985,0.0029335215723873408,0.001777060615476648,5.731509765555563e-06,1.3738038747736247e-05,8.322191260596837e-06
nexd__Trüfrü_floating_obj_hotspot_copy,0.337553,0.606741,9.540116657169991e-09,356467.0,6186.0,2.826257404665339e-08,1.572354045164245e-08,9.540116657169991e-09,2.7819050009491688e-08,9.540116657169991e-09,2.826257404665339e-08,1.572354045164245e-08,2.9744444444439644e-08,8.811784947679222e-08,4.9023297328579486e-08,7.614722222222035e-09,2.2558597382402276e-08,1.2550202182186526e-08,3.194665551037037e-06,356467.0,6186.0,9.464189478502746e-06,5.265287084665512e-06,3.194665551037037e-06,0.0009112673962556292,3.194665551037037e-06,9.464189478502746e-06,5.265287084665512e-06,0.0009087317666666662,0.0026921158060116968,0.0014977259929140542,5.730295140000005e-06,1.697598640806038e-05,9.444384243029572e-06
nexd__US_MultiprismBlinds_300x600_copy,0.461690,0.725935,1.3057086495726494e-08,488704.0,6686.0,2.8281068456597486e-08,1.7986577993520762e-08,1.3057086495726494e-08,2.26370801709356e-08,1.3057086495726494e-08,2.8281068456597486e-08,1.7986577993520762e-08,2.657777777777281e-08,5.756628425517731e-08,3.661178725061171e-08,9.116388888889284e-09,1.9745692756804964e-08,1.255813383965408e-08,4.379216741481481e-06,488704.0,6686.0,9.485188636274298e-06,6.032519084327771e-06,4.379216741481481e-06,0.0010818631311062961,4.379216741481481e-06,9.485188636274298e-06,6.032519084327771e-06,0.0010805096333333332,0.002340335795302764,0.0014884385424774025,5.732714514444452e-06,1.2416804597120257e-05,7.897008016481438e-06
nexd__UnblurOnTouch_300x250_FOW_copy_1,0.303933,0.572666,8.580228793922128e-09,320146.0,6687.0,2.8230658710709688e-08,1.4982954800742717e-08,8.580228793922128e-09,2.9231437872742405e-08,8.580228793922128e-09,2.8230658710709688e-08,1.4982954800742717e-08,3.0477777777774585e-08,1.0027794868531743e-07,5.322086133588267e-08,7.333888888889949e-09,2.4129952617484606e-08,1.2806572921895047e-08,2.869199253259259e-06,320146.0,6687.0,9.440236016685451e-06,5.010248998996377e-06,2.869199253259259e-06,0.0008803380820522953,2.869199253259259e-06,9.440236016685451e-06,5.010248998996377e-06,0.000877477399999999,0.002887075111949012,0.001532267325107478,5.72988130555556e-06,1.885244874875568e-05,1.0005625103560469e-05
nexd__UnbluronTouch_300x250_FOW_copy,0.236476,0.501437,6.669517796771131e-09,248207.0,6669.0,2.8203783034097036e-08,1.3300809068280024e-08,6.669517796771131e-09,3.146131553655755e-08,6.669517796771131e-09,2.8203783034097036e-08,1.3300809068280024e-08,3.155555555555247e-08,1.334408377829144e-07,6.293024957382975e-08,6.575277777776215e-09,2.7805264710906032e-08,1.3112869169559116e-08,2.224778522074074e-06,248207.0,6669.0,9.408052073250875e-06,4.436805664667892e-06,2.224778522074074e-06,0.0007404351568929261,2.224778522074074e-06,9.408052073250875e-06,4.436805664667892e-06,0.0007369311833333335,0.0031163043325044973,0.0014696386252576763,5.728752081666669e-06,2.4225511602304967e-05,1.1424669662722674e-05
